EmployeeID,Age,Gender,MaritalStatus,Education_Level,EducationField,BusinessTravel,Department,Commute,MonthlyIncome,MonthlyRate,DailyRate,HourlyRate,Grade,Role,Satisfaction,NumCompaniesWorked,OverTime,TotalExperienceYears,YearsInCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithLineManager,Attrition
1572,53,Female,Married,5,Engineering,rarely,Research & Development,2,10169,14618,607,78,3,Manufacturing Director,4,0,No,34,33,7,1,9,Yes
1573,38,Male,Married,3,Health Science,rarely,Research & Development,2,4855,7653,903,81,2,Manufacturing Director,2,4,No,7,5,2,1,4,Yes
1574,32,Male,Married,4,Engineering,none,Research & Development,1,4087,25174,1200,62,2,Research Scientist,1,4,No,9,6,5,1,2,No
1576,48,Female,Married,4,Other,rarely,Research & Development,15,2367,16530,1108,65,1,Research Scientist,1,8,No,10,8,2,7,6,No
1577,34,Male,Single,4,Health Science,rarely,Research & Development,7,2972,22061,479,35,1,Research Scientist,4,1,No,1,1,0,0,0,No
1578,55,Male,Married,5,Business,rarely,Sales,26,19586,23037,685,60,5,Manager,4,1,No,36,36,6,2,13,No
1580,34,Male,Married,4,Social Sciences,rarely,Research & Development,1,5484,13008,1351,45,2,Research Scientist,4,9,No,9,2,2,2,1,No
1581,26,Female,Married,3,Social Sciences,rarely,Research & Development,3,2061,11133,474,89,1,Research Scientist,4,1,No,1,1,0,0,0,No
1582,38,Male,Married,3,Social Sciences,rarely,Sales,14,9924,12355,1245,80,2,Sales Executive,2,0,No,10,9,8,7,7,No
1583,38,Female,Single,3,Social Sciences,rarely,Sales,16,4198,16379,437,90,2,Sales Executive,2,2,No,8,3,2,1,2,No
1585,36,Female,Single,4,Social Sciences,rarely,Sales,1,6815,21447,884,73,2,Sales Executive,3,6,No,15,1,0,0,0,No
1586,29,Male,Single,1,Health Science,rarely,Research & Development,3,4723,16213,1370,87,1,Laboratory Technician,1,1,Yes,10,10,9,1,5,No
1587,35,Female,Single,4,Health Science,rarely,Research & Development,10,6142,4223,670,51,2,Healthcare Representative,3,3,Yes,10,5,2,0,4,No
1588,39,Male,Married,3,Health Science,rarely,Sales,6,8237,4658,1462,38,3,Sales Executive,3,2,No,11,7,6,7,6,No
1590,29,Male,Divorced,1,Social Sciences,frequently,Research & Development,2,8853,24483,995,87,2,Healthcare Representative,4,1,No,6,6,4,1,3,No
1591,50,Male,Married,3,Business,rarely,Sales,9,19331,19519,264,59,5,Manager,3,4,Yes,27,1,0,0,0,No
1592,23,Male,Married,3,Engineering,rarely,Research & Development,10,2073,12826,977,45,1,Research Scientist,3,2,No,4,2,2,2,2,No
1594,36,Male,Married,4,Social Sciences,frequently,Research & Development,6,5562,19711,1302,80,2,Laboratory Technician,1,3,Yes,9,3,2,0,2,No
1595,42,Male,Single,2,Other,rarely,Research & Development,9,19613,26362,1059,93,5,Manager,4,8,No,24,1,0,0,1,No
1596,35,Male,Married,3,Social Sciences,rarely,Research & Development,28,3407,25348,750,46,2,Laboratory Technician,3,1,No,10,10,9,6,8,No
1597,34,Male,Married,4,Engineering,frequently,Research & Development,10,5063,15332,653,92,2,Healthcare Representative,3,1,No,8,8,2,7,7,No
1598,40,Female,Married,2,Social Sciences,rarely,Sales,14,4639,11262,118,84,2,Sales Executive,1,1,No,5,5,4,1,2,No
1599,43,Male,Divorced,3,Engineering,rarely,Research & Development,27,4876,5855,990,87,1,Laboratory Technician,2,5,No,8,6,4,0,2,No
1601,35,Male,Married,2,Social Sciences,rarely,Research & Development,7,2690,7713,1349,63,1,Laboratory Technician,4,1,No,1,1,0,0,1,No
1602,46,Male,Single,4,Social Sciences,rarely,Sales,1,17567,3156,563,56,4,Manager,1,1,No,27,26,0,0,12,No
1604,28,Male,Married,3,Health Science,rarely,Research & Development,24,2408,7324,329,51,1,Laboratory Technician,2,1,Yes,1,1,1,0,0,Yes
1605,22,Female,Married,2,Other,none,Research & Development,26,2814,10293,457,85,1,Research Scientist,3,1,Yes,4,4,2,1,3,No
1606,50,Male,Married,5,Health Science,frequently,Research & Development,20,11245,20689,1234,41,4,Healthcare Representative,3,2,Yes,32,30,8,12,13,No
1607,32,Female,Married,4,Other,rarely,Research & Development,5,3312,18783,634,35,1,Research Scientist,4,3,No,6,3,2,0,2,No
1608,44,Female,Divorced,3,Health Science,rarely,Research & Development,7,19049,3549,1313,31,5,Research Director,4,0,Yes,23,22,7,1,10,No
1609,30,Male,Married,3,Health Science,rarely,Research & Development,7,2141,5348,241,48,1,Research Scientist,2,1,No,6,6,4,1,1,No
1611,45,Female,Single,5,Health Science,rarely,Research & Development,5,5769,23447,1015,50,2,Laboratory Technician,1,1,Yes,10,10,7,1,4,No
1612,45,Male,Married,3,Business,none,Sales,26,4385,24162,336,52,2,Sales Executive,1,1,No,10,10,7,4,5,No
1613,31,Male,Single,4,Other,frequently,Sales,2,5332,21602,715,54,2,Sales Executive,1,7,No,10,5,2,0,3,No
1614,36,Female,Married,4,Social Sciences,rarely,Research & Development,12,4663,12421,559,76,2,Manufacturing Director,3,9,Yes,7,3,2,1,1,No
1615,34,Male,Divorced,4,Social Sciences,frequently,Research & Development,10,4724,17000,426,42,2,Manufacturing Director,4,1,No,9,9,7,7,2,No
1617,49,Female,Married,4,Social Sciences,rarely,Research & Development,25,3211,22102,722,84,1,Laboratory Technician,1,1,No,10,9,6,1,4,No
1618,39,Male,Married,5,Health Science,rarely,Research & Development,10,5377,3835,1387,76,2,Manufacturing Director,1,2,No,10,7,7,7,7,No
1619,27,Male,Divorced,3,Other,rarely,Research & Development,19,4066,16290,1302,67,1,Laboratory Technician,1,1,No,7,7,7,0,7,No
1621,35,Male,Married,5,Social Sciences,rarely,Research & Development,18,5208,26312,819,48,2,Research Scientist,1,1,No,16,16,15,1,10,No
1622,28,Female,Divorced,3,Health Science,rarely,Research & Development,27,4877,20460,580,39,2,Manufacturing Director,1,0,No,6,5,3,0,0,No
1623,21,Male,Single,1,Health Science,rarely,Research & Development,5,3117,26009,546,97,1,Research Scientist,4,1,No,3,2,2,2,2,No
1624,18,Female,Single,2,Health Science,frequently,Sales,3,1569,18420,544,70,1,Sales Representative,4,1,Yes,0,0,0,0,0,Yes
1625,47,Female,Married,4,Social Sciences,rarely,Human Resources,26,19658,5220,1176,98,5,Manager,3,3,No,27,5,2,1,0,No
1627,39,Male,Divorced,2,Health Science,rarely,Research & Development,3,3069,10302,170,76,2,Laboratory Technician,3,0,No,11,10,8,0,7,No
1628,40,Female,Married,3,Social Sciences,rarely,Research & Development,15,10435,25800,884,80,3,Manufacturing Director,3,1,No,18,18,15,14,12,No
1630,35,Female,Married,4,Social Sciences,none,Research & Development,8,4148,12250,208,52,2,Healthcare Representative,3,1,No,15,14,11,2,9,No
1631,37,Male,Married,3,Social Sciences,rarely,Research & Development,19,5768,26493,671,85,2,Manufacturing Director,3,3,No,9,4,3,0,2,No
1633,39,Female,Single,3,Health Science,frequently,Research & Development,4,5042,3140,711,81,2,Manufacturing Director,3,0,No,10,9,2,3,8,No
1635,45,Female,Divorced,2,Other,rarely,Research & Development,2,5770,5388,1329,59,2,Manufacturing Director,4,1,No,10,10,7,3,9,No
1638,38,Female,Married,2,Health Science,rarely,Research & Development,2,7756,14199,397,54,3,Manufacturing Director,3,3,Yes,10,5,4,0,2,No
1639,35,Male,Married,3,Health Science,rarely,Sales,10,10306,21530,737,55,3,Sales Executive,1,9,No,15,13,12,6,0,Yes
1640,37,Female,Married,3,Health Science,rarely,Research & Development,10,3936,9953,1470,71,1,Research Scientist,2,1,No,8,8,4,7,7,No
1641,40,Female,Single,3,Social Sciences,rarely,Research & Development,16,7945,19948,448,84,3,Manufacturing Director,4,6,Yes,18,4,2,3,3,No
1642,44,Male,Married,5,Human Resources,frequently,Human Resources,1,5743,10503,602,37,2,Human Resources,4,4,Yes,14,10,7,0,2,No
1644,48,Male,Married,5,Health Science,frequently,Research & Development,4,15202,5602,365,89,4,Manager,4,2,No,23,2,2,2,2,No
1645,35,Male,Divorced,2,Health Science,rarely,Sales,15,5440,22098,763,59,2,Sales Executive,4,6,Yes,7,2,2,2,2,Yes
1646,24,Female,Single,1,Engineering,frequently,Research & Development,2,3760,17218,567,32,1,Research Scientist,4,1,Yes,6,6,3,1,3,No
1647,27,Female,Married,3,Health Science,rarely,Research & Development,8,3517,22490,486,86,1,Research Scientist,3,7,No,5,3,2,0,2,No
1648,27,Male,Single,3,Health Science,frequently,Research & Development,2,2580,6297,591,87,1,Research Scientist,4,2,No,6,4,2,1,2,No
1649,40,Male,Single,3,Social Sciences,rarely,Research & Development,7,2166,3339,1329,73,1,Laboratory Technician,1,3,Yes,10,4,2,0,3,Yes
1650,29,Male,Single,3,Health Science,rarely,Sales,10,5869,23413,469,42,2,Sales Executive,3,9,No,8,5,2,1,4,No
1651,36,Female,Married,4,Social Sciences,rarely,Research & Development,5,8008,22792,711,42,3,Healthcare Representative,1,4,No,9,3,2,0,2,No
1653,25,Male,Divorced,1,Social Sciences,frequently,Research & Development,2,5206,4973,772,77,2,Manufacturing Director,3,1,No,7,7,7,0,7,No
1654,39,Male,Married,3,Health Science,rarely,Research & Development,12,5295,7693,492,66,2,Manufacturing Director,2,4,No,7,5,4,1,0,No
1655,49,Female,Married,4,Other,rarely,Research & Development,22,16413,3498,301,72,4,Research Director,2,3,No,27,4,2,1,2,No
1656,50,Female,Divorced,5,Social Sciences,rarely,Research & Development,17,13269,21981,813,50,3,Research Director,1,5,No,19,14,11,1,11,No
1657,20,Female,Single,3,Health Science,rarely,Sales,2,2783,13251,1141,31,1,Sales Representative,3,1,No,2,2,2,2,2,No
1658,34,Female,Divorced,3,Social Sciences,rarely,Research & Development,3,5433,19332,1130,66,2,Research Scientist,2,1,No,11,11,8,7,9,No
1659,36,Male,Single,3,Social Sciences,rarely,Research & Development,7,2013,10950,311,77,1,Laboratory Technician,2,2,No,15,4,3,1,3,No
1661,49,Female,Married,1,Social Sciences,rarely,Research & Development,6,13966,11652,465,41,4,Healthcare Representative,3,2,Yes,30,15,11,2,12,No
1662,36,Female,Married,4,Health Science,none,Research & Development,1,4374,15411,894,33,2,Manufacturing Director,3,0,No,4,3,2,1,2,No
1664,36,Male,Divorced,2,Social Sciences,rarely,Research & Development,3,6842,26308,1040,79,2,Healthcare Representative,1,6,No,13,5,4,0,4,No
1665,54,Female,Married,5,Health Science,rarely,Research & Development,22,17426,18685,584,91,4,Manager,3,3,No,36,10,8,4,7,No
1666,43,Male,Married,2,Social Sciences,rarely,Research & Development,15,17603,3525,1291,65,4,Research Director,3,1,No,14,14,10,6,11,No
1667,35,Male,Single,4,Other,frequently,Sales,12,4581,10414,880,36,2,Sales Executive,4,3,Yes,13,11,9,6,7,Yes
1668,38,Male,Married,3,Social Sciences,frequently,Research & Development,1,4735,9867,1189,90,2,Research Scientist,4,7,No,19,13,11,2,9,No
1669,29,Male,Divorced,3,Health Science,rarely,Sales,5,4187,3356,991,43,2,Sales Executive,2,1,Yes,10,10,0,0,9,No
1670,33,Male,Divorced,4,Health Science,rarely,Sales,2,5505,3921,392,93,2,Sales Executive,4,1,No,6,6,2,0,4,No
1671,32,Male,Divorced,3,Health Science,rarely,Research & Development,2,5470,25518,977,45,2,Research Scientist,2,0,No,10,9,5,1,6,No
1673,31,Female,Married,4,Social Sciences,rarely,Sales,5,5476,22589,1112,67,2,Sales Executive,4,1,No,10,10,0,0,2,No
1674,49,Female,Divorced,3,Health Science,rarely,Research & Development,16,2587,24941,464,74,1,Laboratory Technician,1,4,Yes,17,2,2,2,2,No
1675,38,Female,Single,3,Health Science,frequently,Research & Development,2,2440,23826,148,42,1,Laboratory Technician,2,1,No,4,4,3,3,3,No
1676,47,Female,Divorced,4,Social Sciences,rarely,Sales,2,15972,21086,1225,47,4,Manager,2,6,No,29,3,2,1,2,No
1677,49,Male,Single,3,Social Sciences,rarely,Research & Development,1,15379,22384,809,36,4,Manager,3,4,No,23,8,7,0,0,No
1678,41,Male,Single,2,Social Sciences,rarely,Sales,23,7082,11591,1206,80,3,Sales Executive,3,3,Yes,21,2,0,0,2,No
1680,20,Male,Single,1,Social Sciences,rarely,Sales,9,2728,21082,727,54,1,Sales Representative,1,1,No,2,2,2,0,2,No
1681,33,Female,Divorced,3,Social Sciences,none,Sales,16,5368,16130,530,36,2,Sales Executive,4,1,Yes,7,6,5,1,2,No
1682,36,Male,Married,4,Social Sciences,rarely,Research & Development,26,5347,7419,1351,80,2,Healthcare Representative,3,6,No,10,3,2,0,2,No
1683,44,Female,Divorced,3,Social Sciences,rarely,Human Resources,1,3195,4167,528,44,1,Human Resources,4,4,Yes,8,2,2,2,2,No
1684,23,Male,Single,1,Health Science,rarely,Research & Development,8,3989,20586,1320,93,1,Laboratory Technician,3,1,Yes,5,5,4,1,2,Yes
1687,38,Female,Married,2,Health Science,rarely,Research & Development,4,3306,26176,1495,87,1,Laboratory Technician,3,7,No,7,0,0,0,0,No
1689,53,Male,Married,4,Health Science,rarely,Research & Development,24,7005,3458,1395,48,3,Healthcare Representative,4,3,No,11,4,3,1,2,No
1691,48,Female,Married,2,Health Science,frequently,Sales,7,2655,11740,708,95,1,Sales Representative,3,2,Yes,19,9,7,7,7,Yes
1692,32,Male,Single,4,Social Sciences,rarely,Research & Development,2,1393,24852,1259,95,1,Laboratory Technician,2,1,No,1,1,0,0,0,Yes
1693,26,Male,Single,3,Health Science,none,Research & Development,7,2570,11925,786,76,1,Laboratory Technician,4,1,No,7,7,7,5,7,No
1694,55,Male,Divorced,3,Engineering,rarely,Research & Development,22,3537,23737,1441,94,1,Research Scientist,2,5,No,8,4,2,1,2,No
1696,34,Male,Married,2,Health Science,rarely,Research & Development,5,3986,11912,1157,57,2,Laboratory Technician,4,1,No,15,15,10,4,13,No
1697,60,Male,Divorced,4,Health Science,rarely,Research & Development,1,10883,20467,370,92,3,Healthcare Representative,4,3,No,19,1,0,0,0,No
1698,33,Male,Married,3,Health Science,rarely,Research & Development,21,2028,13637,267,79,1,Laboratory Technician,2,1,No,14,14,11,2,13,No
1700,37,Male,Divorced,4,Health Science,frequently,Sales,1,9525,7677,1278,31,2,Sales Executive,4,1,No,6,6,3,1,3,No
1701,34,Female,Married,3,Social Sciences,rarely,Research & Development,19,2929,20338,678,35,1,Research Scientist,4,1,No,10,10,9,8,7,No
1702,23,Male,Divorced,3,Social Sciences,rarely,Sales,7,2275,25103,427,99,1,Sales Representative,4,1,Yes,3,3,2,0,2,Yes
1703,44,Female,Married,3,Social Sciences,rarely,Research & Development,2,7879,14810,921,96,3,Healthcare Representative,4,1,Yes,9,8,7,6,7,No
1704,35,Male,Single,4,Health Science,frequently,Research & Development,2,4930,13970,146,79,1,Research Scientist,4,0,Yes,6,5,4,1,4,No
1706,43,Male,Married,3,Health Science,rarely,Sales,2,7847,6069,1179,73,2,Sales Executive,4,1,Yes,10,10,9,8,8,No
1707,24,Male,Married,3,Health Science,rarely,Research & Development,9,4401,17616,581,62,1,Research Scientist,3,1,No,5,5,3,0,4,No
1708,41,Male,Single,3,Business,rarely,Sales,6,9241,15869,918,35,3,Sales Executive,3,1,No,10,10,8,8,7,No
1709,29,Female,Married,4,Health Science,rarely,Research & Development,9,2974,25412,1082,43,1,Laboratory Technician,3,9,No,9,5,3,1,2,No
1710,36,Female,Single,4,Social Sciences,rarely,Sales,2,4502,7439,530,51,2,Sales Representative,4,3,No,17,13,7,6,7,No
1712,45,Male,Married,1,Social Sciences,none,Research & Development,1,10748,3395,1238,74,3,Healthcare Representative,3,3,No,25,23,15,14,4,No
1714,24,Male,Married,1,Human Resources,rarely,Human Resources,22,1555,11585,240,58,1,Human Resources,3,1,No,1,1,0,0,0,Yes
1716,47,Male,Married,3,Social Sciences,frequently,Sales,9,12936,24164,1093,82,4,Sales Executive,3,7,No,25,23,5,14,10,Yes
1718,26,Male,Married,4,Health Science,rarely,Research & Development,17,2305,6217,390,62,1,Laboratory Technician,3,1,No,3,3,2,0,2,No
1719,45,Female,Single,2,Engineering,rarely,Research & Development,28,16704,17119,1005,48,4,Research Director,2,1,No,21,21,6,8,6,No
1720,32,Male,Married,3,Social Sciences,frequently,Research & Development,10,3433,17360,585,56,1,Research Scientist,3,6,No,10,5,2,1,3,No
1721,31,Male,Married,4,Social Sciences,rarely,Research & Development,2,3477,18103,741,69,1,Laboratory Technician,3,1,No,6,5,2,0,3,No
1722,41,Male,Married,3,Human Resources,none,Human Resources,4,6430,20794,552,60,2,Human Resources,2,6,No,10,3,2,1,2,No
1724,40,Female,Married,2,Social Sciences,rarely,Research & Development,8,6516,5041,369,92,2,Manufacturing Director,1,2,Yes,18,1,0,0,0,No
1725,24,Male,Divorced,1,Health Science,rarely,Research & Development,29,3907,3622,506,91,1,Laboratory Technician,1,1,No,6,6,2,1,2,No
1727,46,Male,Single,4,Social Sciences,rarely,Research & Development,13,5562,9697,717,34,2,Healthcare Representative,2,6,No,19,10,7,0,9,No
1728,35,Male,Married,4,Social Sciences,rarely,Research & Development,27,6883,5151,1370,49,2,Manufacturing Director,3,2,No,17,7,7,0,7,No
1729,30,Male,Married,1,Social Sciences,rarely,Research & Development,16,2862,3811,793,33,1,Research Scientist,4,1,No,10,10,0,0,8,No
1731,47,Male,Married,4,Business,none,Sales,2,4978,3536,543,87,2,Sales Executive,2,7,No,4,1,0,0,0,No
1732,46,Male,Divorced,3,Social Sciences,rarely,Sales,2,10368,5596,1277,74,3,Sales Executive,4,4,Yes,13,10,6,0,3,No
1733,36,Male,Divorced,5,Business,rarely,Sales,13,6134,8658,1456,96,2,Sales Executive,1,5,Yes,16,2,2,2,2,Yes
1734,32,Male,Single,2,Social Sciences,rarely,Sales,1,6735,12147,964,34,2,Sales Executive,2,6,No,10,0,0,0,0,Yes
1735,23,Female,Single,1,Health Science,rarely,Research & Development,4,3295,12862,160,51,1,Laboratory Technician,2,1,No,3,3,2,1,2,No
1736,31,Female,Single,1,Engineering,frequently,Research & Development,24,5238,6670,163,30,2,Manufacturing Director,4,2,No,9,5,4,1,4,No
1737,39,Male,Married,3,Social Sciences,none,Research & Development,1,6472,8989,792,77,2,Laboratory Technician,4,1,Yes,9,9,8,5,8,No
1739,32,Male,Married,3,Social Sciences,rarely,Sales,19,9610,3840,371,80,3,Sales Executive,3,3,No,10,4,3,0,2,No
1740,40,Male,Single,4,Health Science,rarely,Sales,7,19833,4349,611,88,5,Manager,2,1,No,21,21,8,12,8,No
1744,45,Female,Married,3,Social Sciences,rarely,Human Resources,4,9756,6595,176,56,3,Human Resources,3,4,No,9,5,0,0,3,No
1745,30,Female,Single,4,Engineering,frequently,Research & Development,2,4968,26427,1312,78,1,Research Scientist,1,0,No,10,9,7,0,7,No
1746,24,Male,Married,3,Health Science,frequently,Human Resources,10,2145,2097,897,59,1,Human Resources,4,0,No,3,2,2,2,1,No
1747,30,Female,Divorced,3,Human Resources,frequently,Human Resources,8,2180,9732,600,66,1,Human Resources,4,6,No,6,4,2,1,2,Yes
1749,31,Male,Married,3,Engineering,rarely,Sales,5,8346,20943,1003,51,2,Sales Executive,3,1,No,6,5,2,0,2,No
1751,27,Female,Single,3,Health Science,rarely,Research & Development,8,3445,6152,1054,67,1,Research Scientist,4,1,No,6,6,2,1,4,No
1752,29,Female,Single,3,Business,rarely,Sales,9,2760,14630,428,52,1,Sales Representative,2,1,No,2,2,2,2,2,Yes
1753,29,Male,Single,3,Social Sciences,frequently,Research & Development,1,6294,23060,461,70,2,Healthcare Representative,3,8,Yes,10,3,2,0,2,No
1754,30,Male,Divorced,2,Business,rarely,Sales,15,7140,3088,979,94,3,Sales Executive,1,2,No,12,7,7,1,7,No
1755,34,Male,Married,4,Health Science,rarely,Research & Development,2,2932,5586,181,97,1,Research Scientist,4,0,Yes,6,5,0,1,2,No
1756,33,Female,Single,3,Business,none,Sales,2,5147,10697,1283,62,2,Sales Executive,2,8,No,13,11,7,1,7,No
1757,49,Female,Single,4,Business,rarely,Sales,11,4507,8191,1313,80,2,Sales Executive,4,3,No,8,5,1,0,4,No
1758,33,Female,Single,3,Social Sciences,rarely,Sales,16,8564,10092,211,74,3,Sales Executive,1,2,Yes,11,0,0,0,0,Yes
1760,38,Female,Married,2,Health Science,frequently,Research & Development,2,2468,15963,594,75,1,Laboratory Technician,2,4,No,9,6,1,0,5,No
1761,31,Male,Married,4,Business,rarely,Sales,16,8161,19002,1079,70,3,Sales Executive,3,2,No,10,1,0,0,0,Yes
1762,29,Female,Divorced,3,Engineering,rarely,Research & Development,4,2109,10007,590,91,1,Research Scientist,1,1,No,1,1,0,0,0,No
1763,30,Male,Married,3,Social Sciences,rarely,Research & Development,16,5294,9128,305,58,2,Healthcare Representative,3,3,No,10,7,0,1,7,No
1764,32,Male,Single,4,Engineering,none,Research & Development,5,2718,17674,953,65,1,Research Scientist,2,2,No,12,7,7,0,7,No
1766,38,Male,Married,3,Health Science,rarely,Research & Development,18,5811,24539,833,60,2,Healthcare Representative,4,3,Yes,15,1,0,1,0,No
1767,43,Male,Married,3,Engineering,frequently,Research & Development,17,2437,15587,807,38,1,Research Scientist,3,9,Yes,6,1,0,0,0,Yes
1768,42,Male,Divorced,3,Health Science,rarely,Research & Development,12,2766,8952,855,57,1,Laboratory Technician,2,8,No,7,5,3,0,4,No
1770,55,Male,Married,3,Health Science,rarely,Research & Development,2,19038,19805,478,60,5,Research Director,1,8,No,34,1,0,0,0,No
1771,33,Male,Divorced,3,Engineering,none,Research & Development,4,3055,6194,775,90,2,Research Scientist,2,5,No,11,9,8,1,7,No
1772,41,Male,Divorced,4,Social Sciences,rarely,Research & Development,9,2289,20520,548,94,1,Laboratory Technician,1,1,No,5,5,3,0,4,No
1774,34,Male,Divorced,3,Social Sciences,none,Sales,10,4001,12313,1375,87,2,Sales Executive,3,1,Yes,15,15,14,0,7,No
1775,53,Female,Married,4,Health Science,none,Research & Development,1,12965,22308,661,60,4,Manufacturing Director,3,4,Yes,27,3,2,0,2,No
1778,43,Male,Single,3,Social Sciences,rarely,Human Resources,2,3539,5033,244,97,1,Human Resources,4,0,No,10,9,7,1,8,No
1779,34,Female,Single,2,Social Sciences,rarely,Sales,3,6029,25353,511,32,2,Sales Executive,4,5,No,6,2,2,2,2,No
1780,21,Male,Single,1,Business,rarely,Sales,7,2679,4567,337,31,1,Sales Representative,2,1,No,1,1,0,1,0,Yes
1782,38,Female,Married,2,Other,rarely,Research & Development,6,3702,16376,1153,40,1,Laboratory Technician,3,1,No,5,5,4,0,4,No
1783,22,Female,Married,1,Health Science,rarely,Research & Development,8,2398,15999,1294,79,1,Laboratory Technician,1,1,Yes,1,1,0,0,0,Yes
1784,31,Female,Married,4,Business,rarely,Sales,29,5468,13402,196,91,2,Sales Executive,4,1,No,13,12,7,5,7,No
1786,51,Female,Married,3,Engineering,rarely,Research & Development,3,13116,22984,942,53,3,Manager,3,2,No,15,2,2,2,2,No
1787,37,Male,Married,2,Business,rarely,Sales,9,4189,8800,589,46,2,Sales Executive,2,1,No,5,5,2,0,3,No
1789,46,Male,Divorced,4,Health Science,rarely,Research & Development,2,19328,14218,734,46,5,Research Director,4,7,Yes,24,2,1,2,2,No
1790,36,Male,Married,3,Social Sciences,rarely,Research & Development,10,8321,25949,1383,90,3,Healthcare Representative,1,7,Yes,15,12,8,5,7,No
1792,44,Male,Divorced,2,Health Science,frequently,Research & Development,1,2342,11092,429,99,1,Research Scientist,2,1,Yes,6,5,3,2,3,Yes
1794,37,Male,Divorced,2,Other,rarely,Human Resources,8,4071,12832,1239,89,2,Human Resources,2,2,No,19,10,0,4,7,No
1797,35,Male,Single,3,Social Sciences,rarely,Sales,27,5813,13492,303,84,2,Sales Executive,4,1,Yes,10,10,7,7,7,Yes
1798,33,Male,Married,4,Social Sciences,rarely,Research & Development,8,3143,6076,867,90,1,Research Scientist,1,6,No,14,10,8,7,6,No
1799,28,Male,Married,3,Social Sciences,rarely,Research & Development,1,2044,5531,1181,82,1,Research Scientist,4,1,No,5,5,3,0,3,No
1800,39,Male,Single,1,Health Science,rarely,Research & Development,10,13464,7914,1253,65,3,Research Director,3,7,No,9,4,3,2,2,No
1801,46,Male,Single,2,Social Sciences,none,Sales,26,7991,25166,849,98,2,Sales Executive,2,8,No,6,2,2,2,2,No
1802,40,Female,Married,2,Social Sciences,rarely,Research & Development,2,3377,25605,616,99,1,Laboratory Technician,1,4,No,7,4,3,0,2,No
1803,42,Male,Married,3,Health Science,rarely,Research & Development,13,5538,5696,1128,95,2,Healthcare Representative,1,5,No,10,0,0,0,0,No
1804,35,Male,Divorced,2,Health Science,none,Research & Development,2,5762,24442,1180,90,2,Manufacturing Director,4,2,No,15,7,7,1,7,No
1805,38,Male,Divorced,3,Human Resources,none,Human Resources,2,2592,7129,1336,100,1,Human Resources,2,5,No,13,11,10,3,8,No
1807,34,Male,Married,4,Social Sciences,frequently,Research & Development,9,5346,6208,234,93,2,Laboratory Technician,1,4,No,11,7,1,0,7,Yes
1809,37,Male,Single,4,Health Science,rarely,Research & Development,10,4213,4992,370,58,2,Manufacturing Director,1,1,No,10,10,3,0,8,Yes
1812,39,Male,Divorced,3,Social Sciences,frequently,Sales,20,4127,19188,766,83,2,Sales Executive,4,2,No,7,2,1,2,2,No
1813,43,Male,Single,3,Social Sciences,none,Research & Development,9,2438,24978,343,52,1,Research Scientist,3,4,No,7,3,2,1,2,No
1814,41,Male,Single,3,Social Sciences,rarely,Research & Development,5,6870,15530,447,85,2,Healthcare Representative,2,3,No,11,3,2,1,2,No
1815,41,Female,Divorced,1,Business,rarely,Sales,4,10447,26458,796,81,3,Sales Executive,3,0,Yes,23,22,14,13,5,No
1816,30,Female,Single,3,Health Science,rarely,Research & Development,10,9667,2739,1092,64,3,Manufacturing Director,3,9,No,9,7,7,0,2,No
1818,26,Female,Married,2,Health Science,rarely,Human Resources,20,2148,6889,920,69,1,Human Resources,2,0,Yes,6,5,1,1,4,Yes
1821,46,Female,Married,2,Health Science,rarely,Research & Development,21,8926,10842,261,66,2,Healthcare Representative,2,4,No,13,9,7,3,7,Yes
1822,40,Female,Divorced,3,Social Sciences,rarely,Research & Development,1,6513,9060,1194,52,2,Healthcare Representative,4,4,No,12,5,3,0,3,No
1823,34,Male,Married,2,Engineering,rarely,Sales,8,6799,22128,810,92,2,Sales Executive,3,1,No,10,10,8,4,8,No
1824,58,Male,Divorced,3,Health Science,none,Sales,2,16291,22577,350,52,4,Manager,2,4,No,37,16,9,14,14,No
1826,35,Male,Married,4,Health Science,rarely,Research & Development,23,2705,9696,185,91,1,Laboratory Technician,3,0,No,6,5,4,0,3,No
1827,47,Female,Divorced,3,Social Sciences,rarely,Research & Development,4,10333,19271,1001,92,3,Manufacturing Director,2,8,Yes,28,22,11,14,10,No
1829,40,Female,Divorced,3,Social Sciences,rarely,Research & Development,12,4448,10748,750,47,2,Healthcare Representative,1,2,No,15,7,4,7,7,No
1830,54,Female,Married,4,Health Science,rarely,Research & Development,7,6854,15696,431,68,2,Research Scientist,4,4,No,14,7,1,1,7,No
1833,31,Female,Married,4,Business,frequently,Sales,7,9637,8277,1125,68,3,Sales Executive,1,2,No,9,3,2,2,2,No
1834,28,Female,Married,3,Health Science,rarely,Research & Development,1,3591,12719,1217,67,1,Research Scientist,1,1,No,3,3,2,1,2,No
1835,38,Female,Married,4,Business,rarely,Sales,2,5405,4244,723,77,2,Sales Representative,4,2,Yes,20,4,2,0,3,No
1836,26,Male,Single,3,Health Science,rarely,Sales,10,4684,9125,572,46,2,Sales Executive,4,1,No,5,5,3,1,2,No
1837,58,Male,Married,4,Social Sciences,frequently,Research & Development,15,15787,21624,1216,87,4,Research Director,3,2,Yes,23,2,2,2,2,No
1839,18,Female,Single,3,Health Science,none,Research & Development,14,1514,8018,1431,33,1,Research Scientist,3,1,No,0,0,0,0,0,No
